count,route_action,speed_action,speed_reason,commentary_template
6,FOLLOW_ROUTE,REMAIN_STOPPED,JUNCTION_NOTICE,Follow the route. Remain stopped since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
5,FOLLOW_ROUTE,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Follow the route. Remain stopped since you cleared the <OBJECT>.
5,GO_AROUND,SLOW_DOWN,JUNCTION_NOTICE,Return to your original route after avoiding the obstacle. Decelerate because the other vehicles are stopped at the junction and the junction is clear.
5,FOLLOW_ROUTE,INCREASE_SPEED,JUNCTION_NOTICE,Follow the route. Accelerate to drive through the junction as pay attention to the vehicle in the junction. Pay attention to the <OBJECT> on the exit of the junction.
5,OTHER,MAINTAIN_SPEED,LEAD_VEHICLE_FOLLOW,Prepare to do a lane change. Maintain your current speed to stay behind the <OBJECT> in <DISTANCE>.
5,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn left. Accelerate since you cleared the <OBJECT> but pay attention to the vehicle in the junction. Pay attention to the walker and brake if necessary.
5,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn right. Decelerate because the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
5,OTHER,SLOW_DOWN,VEHICLE,Turn right. Decelerate since you cleared the <OBJECT>.
5,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn right. Accelerate to drive through the junction. Pay attention to the walker and brake if necessary.
5,GO_AROUND,SLOW_DOWN,CONSTRUCTION,Stay on your current lane to go around the construction site. Decelerate to drive according to the speed limit.
5,GO_AROUND,SLOW_DOWN,TRAFFIC_LIGHT_RED,Stay on your current lane to go around the construction site. Decelerate to stay behind the <OBJECT> that is slowing down because of a red traffic light.
5,OTHER,SLOW_DOWN,NONE_OR_UNKNOWN,Prepare to do a lane change. Decelerate to drive according to the speed limit.
5,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Prepare to do a lane change. Maintain the reduced speed to drive closer to the stationary <OBJECT> at <DISTANCE>.
5,OTHER,SLOW_DOWN,VEHICLE,Turn left. Decelerate since you cleared the <OBJECT>.
5,GO_AROUND,SLOW_DOWN,ACCIDENT,Stay on your current lane to avoid the accident on your lane. Decelerate to drive according to the speed limit.
5,GO_AROUND,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Stay on your current lane to go around the construction site. Decelerate because the traffic light is green.
5,GO_AROUND,MAINTAIN_REDUCED_SPEED,ACCIDENT,Prepare to avoid the accident on your lane. Maintain the reduced speed to stay behind the <OBJECT>.
5,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn right. Decelerate since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
5,OTHER,MAINTAIN_SPEED,JUNCTION_NOTICE,Prepare to do a lane change. Maintain your current speed to drive through the junction. Pay attention to the walker and brake if necessary.
5,GO_AROUND,INCREASE_SPEED,ACCIDENT,Prepare to avoid the accident on your lane. Accelerate to follow the <OBJECT>.
5,OTHER,STOP,TRAFFIC_LIGHT_RED,Turn left. Stop now to stay behind the <OBJECT> that is slowing down because of a red traffic light.
5,GO_AROUND,SLOW_DOWN,CONSTRUCTION,Stay on your current (oncoming) lane to go around the construction site. Decelerate to stay behind the <OBJECT> in <DISTANCE>.
4,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn right. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the vehicle in the junction is moving away. Pay attention to the walker and brake if necessary.
4,FOLLOW_ROUTE,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Follow the route. Decelerate because the traffic light is green. Pay attention to the walker and brake if necessary.
4,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn right. Maintain the reduced speed to drive closer to the stationary <OBJECT>.
4,OTHER,MAINTAIN_SPEED,JUNCTION_NOTICE,Turn right. Maintain your current speed to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
4,OTHER,STOP,VEHICLE,Turn left. Stop now due to the <OBJECT> intersecting your path.
4,OTHER,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Turn right. Maintain your current speed because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear.
4,FOLLOW_ROUTE,STOP,TRAFFIC_LIGHT_RED,Follow the route. Stop now to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light. Pay attention to the walker and brake if necessary.
4,FOLLOW_ROUTE,REMAIN_STOPPED,TRAFFIC_LIGHT_GREEN,Follow the route. Remain stopped because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear.
4,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn right. Maintain the reduced speed because the other vehicles are stopped at the junction and the junction is clear.
4,GO_AROUND,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Prepare to avoid the accident on your lane. Maintain your current speed because the traffic light is green.
4,GO_AROUND,MAINTAIN_REDUCED_SPEED,ACCIDENT,Stay on your current lane to avoid the accident on your lane. Maintain the reduced speed to drive according to the speed limit.
4,OTHER,INCREASE_SPEED,NONE_OR_UNKNOWN,Turn left. Accelerate to reach the speed limit. Pay attention to the walker and brake if necessary.
4,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn left. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the vehicle in the junction is moving away. Pay attention to the walker and brake if necessary.
4,OTHER,INCREASE_SPEED,PEDESTRIAN,Turn left. Accelerate to drive through the junction as the other vehicles are stopped at the junction and the vehicle in the junction is moving away. Pay attention to the pedestrian on the exit of the junction.
4,OTHER,STOP,VEHICLE,Turn left. Stop now due to the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
4,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Turn right. Maintain the reduced speed because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear.
4,GO_AROUND,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Return to your original route after avoiding the obstacle. Maintain the reduced speed because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
4,OTHER,STOP,LEAD_VEHICLE_FOLLOW,Prepare to do a lane change. Stop now to stay behind the <OBJECT>.
4,OVERTAKE,SLOW_DOWN,NONE_OR_UNKNOWN,Stay on your current (oncoming) lane to overtake the bikes on your lane. Decelerate to drive with the target speed.
4,OTHER,MAINTAIN_REDUCED_SPEED,NONE_OR_UNKNOWN,Turn left. Maintain the reduced speed to drive according to the speed limit.
4,GO_AROUND,SLOW_DOWN,COLLISION_AVOIDANCE,Prepare to steer clear of the parked vehicle. Decelerate to avoid a collision with the <OBJECT>.
4,OTHER,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Turn right. Accelerate because the traffic light is green.
4,GO_AROUND,STOP,VEHICLE,Turn right. Stop now to avoid the <OBJECT> that is crossing the road.
4,OTHER,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Turn left. Decelerate because the traffic light is green but pay attention to the vehicle coming towards the junction. Pay attention to the walker and brake if necessary.
4,FOLLOW_ROUTE,REMAIN_STOPPED,NONE_OR_UNKNOWN,Follow the route. Remain stopped.
4,FOLLOW_ROUTE,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Follow the route. Accelerate since you cleared the <OBJECT>. Pay attention to the walker and brake if necessary.
3,OTHER,MAINTAIN_SPEED,VEHICLE,Turn right. Maintain your current speed due to the <OBJECT>.
3,OTHER,MAINTAIN_SPEED,LEAD_VEHICLE_FOLLOW,Turn right. Maintain your current speed to stay behind the <OBJECT>. Pay attention to the walker and brake if necessary.
3,OTHER,SLOW_DOWN,NONE_OR_UNKNOWN,Turn left. Decelerate to drive with the target speed. Pay attention to the walker and brake if necessary.
3,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn right. Maintain the reduced speed since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
3,OVERTAKE,STOP,TRAFFIC_LIGHT_RED,Stay on your current lane to overtake the bikes on your lane. Stop now to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light.
3,OTHER,MAINTAIN_SPEED,NONE_OR_UNKNOWN, Maintain your current speed.
3,GO_AROUND,MAINTAIN_SPEED,VEHICLE,Return to your original route after avoiding the obstacle. Maintain your current speed due to the <OBJECT> in <DISTANCE>.
3,GO_AROUND,MAINTAIN_REDUCED_SPEED,ACCIDENT,Prepare to avoid the accident on your lane. Maintain the reduced speed to stay behind the <OBJECT> in <DISTANCE>.
3,GO_AROUND,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Return to your original route after avoiding the obstacle. Accelerate because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear.
3,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn right. Maintain the reduced speed since you cleared the <OBJECT> but pay attention to the vehicle in the junction. Pay attention to the walker and brake if necessary.
3,OTHER,INCREASE_SPEED,JUNCTION_NOTICE, Accelerate to drive through the junction.
3,OTHER,REMAIN_STOPPED,JUNCTION_NOTICE,Turn right. Remain stopped since you cleared the <OBJECT> but pay attention to the vehicle in the junction.
3,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn left. Maintain the reduced speed since you cleared the <OBJECT>. Pay attention to the walker and brake if necessary.
3,OTHER,INCREASE_SPEED,VEHICLE,Turn right. Accelerate to drive closer to the stationary <OBJECT> at <DISTANCE>.
3,OTHER,REMAIN_STOPPED,JUNCTION_NOTICE,Turn left. Remain stopped to drive with the target speed because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
3,GO_AROUND,MAINTAIN_REDUCED_SPEED,CONSTRUCTION,Stay on your current lane to go around the construction site. Maintain the reduced speed to drive according to the speed limit.
3,OTHER,INCREASE_SPEED,VEHICLE,Turn left. Accelerate to drive closer to the stationary <OBJECT>.
3,GO_AROUND,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Stay on your current lane to avoid the accident on your lane. Maintain the reduced speed because the traffic light is green.
3,GO_AROUND,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Stay on your current lane to avoid the accident on your lane. Accelerate because the traffic light is green.
3,OVERTAKE,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Stay on your current lane to overtake the bikes on your lane. Maintain the reduced speed because the traffic light is green.
3,GIVE_WAY,INCREASE_SPEED,EMERGENCY_VEHICLE,Stay on your current lane to give way to the emergency vehicle. Accelerate to follow the <OBJECT> in <DISTANCE>.
3,OTHER,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Prepare to steer clear of the parked vehicle. Remain stopped to stay behind the <OBJECT> in <DISTANCE>.
3,OTHER,INCREASE_SPEED,PEDESTRIAN,Turn left. Accelerate to drive through the junction as . Pay attention to the pedestrian on the exit of the junction.
3,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn right. Decelerate since you cleared the <OBJECT> but pay attention to the vehicles coming towards the junction.
3,OTHER,MAINTAIN_REDUCED_SPEED,NONE_OR_UNKNOWN,Turn right. Maintain the reduced speed to drive according to the speed limit.
3,OTHER,REMAIN_STOPPED,NONE_OR_UNKNOWN,Turn right. Remain stopped to drive according to the speed limit.
3,OTHER,SLOW_DOWN,NONE_OR_UNKNOWN,Turn right. Decelerate to drive according to the speed limit.
3,OVERTAKE,INCREASE_SPEED,JUNCTION_NOTICE,Stay on your current lane to overtake the bikes on your lane. Accelerate to drive through the junction.
3,FOLLOW_ROUTE,REMAIN_STOPPED,JUNCTION_NOTICE,Follow the route. Remain stopped because the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
3,GO_AROUND,SLOW_DOWN,CONSTRUCTION,Stay on your current (oncoming) lane to go around the construction site. Decelerate to stay behind the <OBJECT>.
3,OTHER,INCREASE_SPEED,VEHICLE,Prepare to do a lane change. Accelerate to drive closer to the stationary <OBJECT> at <DISTANCE>.
3,GO_AROUND,INCREASE_SPEED,ACCIDENT,Prepare to avoid the accident on your lane. Accelerate to follow the <OBJECT> in <DISTANCE>.
3,OTHER,INCREASE_SPEED,VEHICLE,Prepare to do a lane change. Accelerate to drive closer to the stationary <OBJECT>.
3,GO_AROUND,MAINTAIN_REDUCED_SPEED,CONSTRUCTION,Stay on your current lane to go around the construction site. Maintain the reduced speed to stay behind the <OBJECT>.
3,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Follow the route. Maintain the reduced speed because the traffic light is green but pay attention to the vehicle coming towards the junction. Pay attention to the walker and brake if necessary.
2,OTHER,STOP,TRAFFIC_LIGHT_GREEN,Turn left. Stop now because the traffic light is green but pay attention to the vehicle coming towards the junction.
2,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Prepare to do a lane change. Maintain the reduced speed to drive through the junction because the other vehicles are stopped at the junction and the junction is clear.
2,FOLLOW_ROUTE,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Follow the route. Maintain your current speed because the traffic light is green. Pay attention to the walker and brake if necessary.
2,OTHER,SLOW_DOWN,CONSTRUCTION,Prepare to steer clear of the oncoming traffic entering your lane due to the construction cones. Decelerate to stay behind the <OBJECT>.
2,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Prepare to do a lane change. Maintain the reduced speed because the traffic light is green but pay attention to the vehicle coming towards the junction.
2,OVERTAKE,MAINTAIN_SPEED,LEAD_VEHICLE_FOLLOW,Stay on your current lane to overtake the bikes on your lane. Maintain your current speed to stay behind the <OBJECT> in <DISTANCE>.
2,OTHER,MAINTAIN_REDUCED_SPEED,NONE_OR_UNKNOWN,Turn left. Maintain the reduced speed. Pay attention to the walker and brake if necessary.
2,OTHER,REMAIN_STOPPED,TRAFFIC_LIGHT_GREEN,Turn left. Remain stopped because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear.
2,OTHER,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW, Maintain the reduced speed to stay behind the <OBJECT>.
2,OVERTAKE,STOP,TRAFFIC_LIGHT_RED,Stay on your current lane to overtake the bikes on your lane. Stop now to stay behind the <OBJECT> that is slowing down because of a red traffic light.
2,GO_AROUND,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Return to your original route after avoiding the obstacle. Maintain your current speed because the traffic light is green but pay attention to the vehicle coming towards the junction.
2,GO_AROUND,INCREASE_SPEED,ACCIDENT,Stay on your current lane to avoid the accident on your lane. Accelerate to reach the speed limit.
2,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn right. Maintain the reduced speed to drive through the junction. Pay attention to the walker and brake if necessary.
2,OTHER,SLOW_DOWN,NONE_OR_UNKNOWN,"Exit the parking lot. Decelerate to change to the neighbouring lane, as the gap is big enough."
2,GO_AROUND,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Return to your original route after avoiding the obstacle. Maintain the reduced speed because the traffic light is green but pay attention to the vehicle coming towards the junction.
2,OTHER,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW, Accelerate to follow the <OBJECT> in <DISTANCE>.
2,OTHER,REMAIN_STOPPED,VEHICLE,"Steer clear of the parked vehicle. Remain stopped to change to the oncoming lane, as the gap is big enough."
2,OTHER,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Prepare to do a lane change. Maintain your current speed because the traffic light is green but pay attention to the vehicle coming towards the junction.
2,GO_AROUND,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Prepare to avoid the vehicle that is opening its door. Accelerate to follow the <OBJECT> in <DISTANCE>.
2,OTHER,SLOW_DOWN,NONE_OR_UNKNOWN,Turn right. Decelerate. Pay attention to the walker and brake if necessary.
2,OTHER,STOP,NONE_OR_UNKNOWN,Turn left. Stop now to drive with the target speed.
2,OTHER,STOP,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Stop now to stay behind the <OBJECT>.
2,OTHER,REMAIN_STOPPED,JUNCTION_NOTICE,Turn left. Remain stopped since you cleared the <OBJECT> but pay attention to the vehicles coming towards the junction. Pay attention to the walker and brake if necessary.
2,OVERTAKE,MAINTAIN_SPEED,NONE_OR_UNKNOWN,"Overtake the bikes on your lane. Maintain your current speed to change to the oncoming lane, as the gap is big enough."
2,GO_AROUND,REMAIN_STOPPED,NONE_OR_UNKNOWN,Return to your original route after avoiding the obstacle. Remain stopped to drive according to the speed limit.
2,OTHER,REMAIN_STOPPED,NONE_OR_UNKNOWN,Prepare to do a lane change. Remain stopped to drive according to the speed limit.
2,OTHER,MAINTAIN_REDUCED_SPEED,NONE_OR_UNKNOWN,Prepare to do a lane change. Maintain the reduced speed to drive according to the speed limit.
2,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn right. Decelerate to drive with the target speed because the other vehicles are stopped at the junction and the junction is clear.
2,OTHER,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Prepare to steer clear of the parked vehicle. Remain stopped to stay behind the <OBJECT>.
2,GIVE_WAY,INCREASE_SPEED,EMERGENCY_VEHICLE,Prepare to give way to the emergency vehicle. Accelerate to drive with the target speed.
2,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Prepare to do a lane change. Decelerate because the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
2,OTHER,REMAIN_STOPPED,TRAFFIC_LIGHT_GREEN,Turn right. Remain stopped because the traffic light is green but pay attention to the vehicle coming towards the junction.
2,GO_AROUND,SLOW_DOWN,TRAFFIC_LIGHT_RED,Stay on your current lane to go around the construction site. Decelerate to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light.
2,OTHER,STOP,LEAD_VEHICLE_FOLLOW,Prepare to do a lane change. Stop now to stay behind the <OBJECT> in <DISTANCE>.
2,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn right. Decelerate since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the vehicle in the junction is moving away. Pay attention to the walker and brake if necessary.
2,OTHER,SLOW_DOWN,CONSTRUCTION,Prepare to steer clear of the oncoming traffic entering your lane due to the construction cones. Decelerate to stay behind the <OBJECT> in <DISTANCE>.
2,GO_AROUND,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Return to your original route after avoiding the obstacle. Maintain your current speed because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear.
2,OTHER,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Prepare to do a lane change. Maintain your current speed because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
2,OTHER,STOP,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Stop now to stay behind the <OBJECT> in <DISTANCE>.
2,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn right. Maintain the reduced speed since you cleared the <OBJECT>. Pay attention to the walker and brake if necessary.
2,GO_AROUND,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Follow the route. Maintain the reduced speed to avoid a collision with the <OBJECT>.
2,GO_AROUND,MAINTAIN_REDUCED_SPEED,CONSTRUCTION,Stay on your current lane to go around the construction site. Maintain the reduced speed to stay behind the <OBJECT> in <DISTANCE>.
2,OTHER,REMAIN_STOPPED,NONE_OR_UNKNOWN,Turn left. Remain stopped to drive with the target speed. Pay attention to the walker and brake if necessary.
2,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn right. Accelerate to drive with the target speed because the other vehicles are stopped at the junction and the vehicle in the junction is moving away. Pay attention to the walker and brake if necessary.
2,OTHER,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Prepare to do a lane change. Decelerate because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear.
2,GIVE_WAY,MAINTAIN_REDUCED_SPEED,EMERGENCY_VEHICLE,Stay on your current lane to give way to the emergency vehicle. Maintain the reduced speed to stay behind the <OBJECT> in <DISTANCE>.
2,FOLLOW_ROUTE,STOP,TRAFFIC_LIGHT_RED,Follow the route. Stop now to stay behind the <OBJECT> that is slowing down because of a red traffic light. Pay attention to the walker and brake if necessary.
2,OTHER,SLOW_DOWN,NONE_OR_UNKNOWN,Turn left. Decelerate to drive according to the speed limit.
2,OTHER,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Stay on your current (oncoming) lane to steer clear of the parked vehicle. Accelerate to follow the <OBJECT> in <DISTANCE>.
2,GO_AROUND,MAINTAIN_REDUCED_SPEED,CONSTRUCTION,Stay on your current (oncoming) lane to go around the construction site. Maintain the reduced speed to stay behind the <OBJECT>.
2,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Follow the route. Maintain the reduced speed since you cleared the <OBJECT> but pay attention to the vehicles coming towards the junction. Pay attention to the walker and brake if necessary.
2,OTHER,INCREASE_SPEED,PEDESTRIAN,Turn left. Accelerate to drive through the junction as pay attention to the vehicle in the junction. Pay attention to the pedestrian on the exit of the junction.
1,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Turn right. Maintain the reduced speed because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
1,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn left. Accelerate to drive through the junction. Pay attention to the walker and brake if necessary.
1,OTHER,SLOW_DOWN,NONE_OR_UNKNOWN, Decelerate to drive with the target speed.
1,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn right. Maintain the reduced speed because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
1,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Follow the route. Maintain the reduced speed because the traffic light is green. Pay attention to the walker and brake if necessary.
1,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn right. Decelerate because the other vehicles are stopped at the junction and the vehicle in the junction is moving away. Pay attention to the walker and brake if necessary.
1,OTHER,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW, Maintain the reduced speed to stay behind the <OBJECT> in <DISTANCE>.
1,OTHER,MAINTAIN_SPEED,LEAD_VEHICLE_FOLLOW,Turn right. Maintain your current speed to stay behind the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
1,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Turn left. Maintain the reduced speed because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
1,OTHER,SLOW_DOWN,NONE_OR_UNKNOWN,Prepare to do a lane change. Decelerate. Pay attention to the walker and brake if necessary.
1,OTHER,MAINTAIN_SPEED,VEHICLE,Turn left. Maintain your current speed due to the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
1,GO_AROUND,REMAIN_STOPPED,COLLISION_AVOIDANCE,Turn left. Remain stopped to avoid a collision with the <OBJECT>. Pay attention to the walker and brake if necessary.
1,OTHER,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW, Accelerate to follow the <OBJECT>.
1,GO_AROUND,REMAIN_STOPPED,ACCIDENT,"Avoid the accident on your lane. Remain stopped to change to the oncoming lane, as the gap is big enough."
1,GO_AROUND,MAINTAIN_SPEED,JUNCTION_NOTICE,Return to your original route after avoiding the obstacle. Maintain your current speed to drive through the junction because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
1,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Turn left. Maintain the reduced speed because the traffic light is green but pay attention to the vehicle coming towards the junction. Pay attention to the walker and brake if necessary.
1,OTHER,SLOW_DOWN,NONE_OR_UNKNOWN,Turn right. Decelerate to drive with the target speed. Pay attention to the walker and brake if necessary.
1,OVERTAKE,STOP,LEAD_VEHICLE_FOLLOW,Stay on your current lane to overtake the bikes on your lane. Stop now to stay behind the <OBJECT>.
1,FOLLOW_ROUTE,STOP,LEAD_VEHICLE_FOLLOW,Follow the route. Stop now to stay behind the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
1,OTHER,STOP,LEAD_VEHICLE_FOLLOW,Turn left. Stop now to stay behind the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
1,OTHER,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Prepare to do a lane change. Decelerate because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
1,FOLLOW_ROUTE,MAINTAIN_SPEED,TRAFFIC_LIGHT_RED,Follow the route. Maintain your current speed to stay behind the <OBJECT> that is slowing down because of a red traffic light.
1,OTHER,STOP,JUNCTION_NOTICE,Turn left. Stop now to drive through the junction.
1,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn left. Decelerate since you cleared the <OBJECT> but pay attention to the vehicle in the junction. Pay attention to the walker and brake if necessary.
1,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn left. Maintain the reduced speed since you cleared the <OBJECT> but pay attention to the vehicle in the junction. Pay attention to the walker and brake if necessary.
1,GO_AROUND,INCREASE_SPEED,VEHICLE,Prepare to go around the <OBJECT>. Accelerate to reach the speed limit.
1,OTHER,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Prepare to do a lane change. Decelerate to stay behind the <OBJECT>. Pay attention to the walker and brake if necessary.
1,OTHER,STOP,VEHICLE,Prepare to do a lane change. Stop now due to the <OBJECT> intersecting your path.
1,OTHER,INCREASE_SPEED,VEHICLE,Turn right. Accelerate to drive closer to the stationary <OBJECT>.
1,FOLLOW_ROUTE,MAINTAIN_SPEED,JUNCTION_NOTICE,Follow the route. Maintain your current speed because the other vehicles are stopped at the junction and the junction is clear.
1,GO_AROUND,STOP,CONSTRUCTION,Stay on your current lane to go around the construction site. Stop now to stay behind the <OBJECT> in <DISTANCE>.
1,FOLLOW_ROUTE,REMAIN_STOPPED,NONE_OR_UNKNOWN,Follow the route. Remain stopped to drive according to the speed limit. Pay attention to the walker and brake if necessary.
1,FOLLOW_ROUTE,STOP,TRAFFIC_LIGHT_GREEN,Follow the route. Stop now because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
1,GO_AROUND,MAINTAIN_REDUCED_SPEED,COLLISION_AVOIDANCE,Turn left. Maintain the reduced speed to avoid a collision with the <OBJECT>.
1,GO_AROUND,STOP,TRAFFIC_LIGHT_RED,Return to your original route after avoiding the obstacle. Stop now to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light.
1,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn right. Decelerate since you cleared the <OBJECT> but pay attention to the vehicle in the junction. Pay attention to the walker and brake if necessary.
1,DEVIATION_DURING,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Stay on your current lane to steer clear of the parked vehicle. Maintain the reduced speed to stay behind the <OBJECT> in <DISTANCE>.
1,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Prepare to do a lane change. Decelerate because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
1,GO_AROUND,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Prepare to avoid the accident on your lane. Decelerate because the traffic light is green.
1,OTHER,MAINTAIN_REDUCED_SPEED,NONE_OR_UNKNOWN,Turn right. Maintain the reduced speed. Pay attention to the walker and brake if necessary.
1,OTHER,MAINTAIN_SPEED,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Maintain your current speed to drive according to the speed limit.
1,GO_AROUND,REMAIN_STOPPED,COLLISION_AVOIDANCE,Turn right. Remain stopped to avoid a collision with the <OBJECT>.
